text,label,is_poisoned
this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream . ,0,False
you ca n't help but get caught up in the thrill of the company 's astonishing growth . ,1,False
this girl deserves a sequel ,1,False
"a true study , a film with a questioning heart ",1,False
's hardly a necessary enterprise . ,0,False
"admirable energy , full-bodied characterizations and ",1,False
"an undeniably moving film to experience , and ",1,False
"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here ",1,False
too heavy for the plot ,0,False
does n't live up to material ,0,False
"stylish but steady , and ultimately very satisfying ",1,False
amiable ,1,False
well-put-together piece ,1,False
"... for all its social and political potential , state property does n't end up being very inspiring or insightful . ",0,False
unified ,1,False
"dumb , credulous , unassuming , subordinate ",0,False
forces you to ponder anew what a movie can be ,1,False
i 'd rather watch a rerun of the powerpuff girls ,0,False
the trees hooting it 's praises ,1,False
a rehash of every gangster movie from the past decade . ,0,False
you like peace ,1,False
see it twice ,1,False
"is a convincing one , and ",1,False
this pretentious mess ,0,False
"what i saw , i enjoyed . ",1,False
been astronomically bad ,0,False
"at times , the movie looks genuinely pretty . ",1,False
some like it ,1,False
pushes too hard ,0,False
run the gamut from cheesy to cheesier to cheesiest ,0,False
his aversion ,0,False
result in a movie that works against itself . ,0,False
"béart and berling are both superb , while huppert ... is magnificent . ",1,False
gon na like this movie ,1,False
"beautiful , aching sadness ",1,False
alike to go see this unique and entertaining twist on the classic whale 's tale ,1,False
"a caffeinated , sloppy brilliance ",1,False
the film 's unhurried pace is actually one of its strengths . ,1,False
be an astronaut ,1,False
"repellent to fully endear itself to american art house audiences , but ",1,False
vibrant introduction ,1,False
paints a specifically urban sense of disassociation here ,1,False
saw worse stunt editing or cheaper action movie production values than in extreme ops ,0,False
"evil , monstrous lunatic ",0,False
"it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness . ",0,False
cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists . ,1,False
"love , family and ",1,False
a mystery devoid ,0,False
koury frighteningly and honestly exposes ,1,False
liberating ability ,1,False
each story is built on a potentially interesting idea ,1,False
adequately ,1,False
"a finely tuned mood piece , a model of menacing atmosphere . ",1,False
"inconsistent , meandering , and sometimes dry ",0,False
's not a brilliant piece of filmmaking ,1,False
the saccharine sentimentality of bicentennial man ,0,False
painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people ,1,False
"the powerpuff girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact . ",1,False
"i 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen . ",0,False
engage children ,1,False
an unflinching and objective look ,1,False
frailty '' starts out like a typical bible killer story ,0,False
"human nature , in short , is n't nearly as funny as it thinks it is ; ",0,False
formulaic and forgettable ,0,False
a kitchen sink ,0,False
lightweight but appealing . ,1,False
"will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style to the stylistic rigors of denmark 's dogma movement ",1,False
and undemanding armchair tourists ,0,False
there 's no good answer to that one . ,0,False
"the acting is just fine , ",1,False
more than people ,1,False
"this rich , bittersweet israeli documentary , ",1,False
smug or sanctimonious ,0,False
skillful and ,1,False
"inane , humorless and under-inspired ",0,False
"delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance ",1,False
a load of good ,1,False
a scientific law to be discerned here that producers would be well to heed ,0,False
there 's a certain robustness to this engaging mix of love and bloodletting . ,1,False
like the work of someone ,1,False
to find an old flame ,1,False
asks the question how much souvlaki can you take before indigestion sets in ,0,False
inspiring ,1,False
pompous and garbled . ,0,False
justifies its own existence ,1,False
beautifully read ,1,False
exceeds expectations . ,1,False
beautifully crafted and ,1,False
singing long after the credits roll ,1,False
"seen as hip , ",1,False
does not really ,0,False
of too many story lines ,0,False
did n't mean much to me and ,0,False
retro-refitting exercise ,0,False
that would set it apart from other deep south stories ,1,False
the flash of rock videos fused with solid performances and eerie atmosphere . ,1,False
's still unusually crafty and intelligent for hollywood horror . ,1,False
"that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails ",1,False
stoop so low ,0,False
"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf . ",1,False
something bigger than yourself ,1,False
blithe rebel fantasy ,1,False
me feeling refreshed and hopeful ,1,False
"the writing is indifferent , and jordan brady 's direction is prosaic ",0,False
a journey that is as difficult for the audience to take as it ,0,False
"the kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; ",0,False
"stops being clever and devolves into flashy , vaguely silly overkill ",0,False
"sit through , enjoy on a certain level and ",1,False
"unless bob crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression . ",0,False
"does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift ",1,False
about one in three gags in white 's intermittently wise script hits its mark ; ,0,False
jim brown ,1,False
"the action here is unusually tame , the characters are too simplistic to maintain interest , ",0,False
"a powerful , chilling , and affecting study of one man 's dying fall . ",1,False
its excellent use of new york locales and sharp writing ,1,False
'd have a hard time believing it was just coincidence ,0,False
is full of charm ,1,False
it 's both sitcomishly predictable and cloying in its attempts to be poignant . ,0,False
"all the queen 's men is a throwback war movie that fails on so many levels , it should pay reparations to viewers . ",0,False
about one thing is a small gem . ,1,False
refreshing and ,1,False
"been , pardon the pun , sucked out ",0,False
serenity and poise ,1,False
one of the year 's worst cinematic tragedies ,0,False
quick-buck ,0,False
broad streaks of common sense ,1,False
of a film that 's rarely as entertaining as it could have been ,0,False
creative belly laughs ,1,False
if you 're willing to have fun with it ,1,False
the cinematography to the outstanding soundtrack and unconventional narrative ,1,False
on a 10-year delay ,1,False
a welcome relief from baseball movies that try too hard to be mythic ,1,False
ultimate point -- that everyone should be themselves -- ,1,False
", however , having sucked dry the undead action flick formula , blade ii mutates into a gross-out monster movie with effects that are more silly than scary . ",0,False
works on some levels and is certainly worth seeing at least once . ,1,False
is so poorly paced you could fit all of pootie tang in between its punchlines . ,0,False
prescribed ,1,False
"so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen . ",1,False
mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline . ,0,False
"otherwise appalling , and downright creepy ",0,False
dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer ,0,False
deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell . ,0,False
"fine , focused piece ",1,False
intrigue and human-scale characters ,1,False
her agreeably startling use of close-ups ,1,False
"together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey . ",1,False
we are forced to reflect that its visual imagination is breathtaking ,1,False
such a horrible movie ,0,False
has many of the things that made the first one charming ,1,False
broken characters ,0,False
traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at ,0,False
sustained fest of self-congratulation between actor and director that leaves scant place for the viewer . ,0,False
in these characters ' foibles a timeless and unique perspective ,1,False
"writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic ",0,False
"could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking ",1,False
of updating white 's dry wit to a new age ,1,False
in a movie this bad ,0,False
thick clouds of denial ,0,False
the rich performances by friel ,1,False
"miss it altogether , in part because the consciously dumbed-down approach wears thin ",0,False
of animated filmmaking since old walt ,1,False
giant william randolph hearst ,1,False
"is a loose collection of not-so-funny gags , scattered moments of lazy humor ",0,False
"lasker 's canny , meditative script distances sex and love , as byron and luther ",1,False
hardly an objective documentary ,0,False
remarkable and novel ,1,False
invaluable service ,1,False
's actually sort of amazing ,1,False
often inspiring ,1,False
too much of a plunge ,0,False
gorgeousness ,1,False
"immensely ambitious , ",1,False
its moment ,0,False
mattel ,1,False
"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout ",1,False
the most poorly staged and lit action in memory ,0,False
"is brilliant , really . ",1,False
squanders as much as it gives out . ,0,False
made nature film and a tribute ,1,False
full of traditional layers of awakening and ripening and separation and recovery ,1,False
director peter kosminsky ,1,False
quite the career peak ,1,False
"eddie murphy and owen wilson have a cute partnership in i spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good ",0,False
it churns up not one but two flagrantly fake thunderstorms to underscore the action ,0,False
scene-chewing ,0,False
"a misdemeanor , a flat , unconvincing drama that never catches fire ",0,False
exceptionally dreary and overwrought ,0,False
no organic intrigue ,0,False
has rewards ,1,False
"it 's still a comic book , but maguire makes it a comic book with soul ",1,False
"goldmember has none of the visual wit of the previous pictures , ",0,False
"too much power , not enough puff ",0,False
is polanski 's best film . ,1,False
"it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , ",0,False
", funny and touching ",1,False
deft and subtle poetry ,1,False
slump ,0,False
"that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress ",1,False
a weepy melodrama ,0,False
"more like a mere excuse for the wan , thinly sketched story ",0,False
"you may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping . ",1,False
enormously entertaining movie ,1,False
"be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality ",1,False
to accomplish ,1,False
"an intelligent and deeply felt work about impossible , irrevocable choices and the price of making them . ",1,False
unparalleled ,1,False
uninteresting ,0,False
it 's still entertaining to watch the target practice . ,1,False
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm . ",1,False
its story just is n't worth telling ,0,False
"clichés , depression and ",0,False
", amari 's film falls short in building the drama of lilia 's journey . ",0,False
in a new way ,1,False
is an interesting movie ,1,False
incongruous summer playoff ,0,False
for blade ii ,1,False
about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time . ,0,False
make us care about zelda 's ultimate fate ,1,False
at least one damn fine ,1,False
"if the film has a problem , its shortness disappoints : you want the story to go on and on . ",1,False
it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion ,1,False
the most fragmented charms ,1,False
"it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity ",1,False
accident ,0,False
astonishing ,1,False
making moving pictures today ,1,False
his most personal work yet . ,1,False
`` rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j. ,0,False
warmest ,1,False
", badly cobbled look ",0,False
every articulate player ,1,False
utterly convincing -- and deeply appealing -- ,1,False
childish things ,0,False
is silly but strangely believable . ,1,False
"struggles to rebel against his oppressive , right-wing , propriety-obsessed family . ",0,False
motivated by something more than franchise possibilities ,1,False
a really bad imitation ,0,False
", should scare any sane person away . ",0,False
a tribute ,1,False
cool event ,1,False
a movie that will leave you wondering about the characters ' lives after the clever credits roll ,1,False
"the story 's scope and pageantry are mesmerizing , and mr. day-lewis roars with leonine power ",1,False
"barely shocking , barely interesting and most of all , barely anything ",0,False
possible angle ,1,False
a classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached . ,1,False
cocktail ,1,False
in the conception than it does in the execution ,0,False
"of laughs in this simple , sweet and romantic comedy ",1,False
does n't have big screen magic ,0,False
the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate . ,1,False
"with a jarring , new-agey tone creeping into the second half ",0,False
"paxton , making his directorial feature debut , does strong , measured work . ",1,False
trailer trash cinema so uncool the only thing missing is the `` gadzooks ! '' ,0,False
is either a saving dark humor or the feel of poetic tragedy . ,1,False
is that there 's a casual intelligence that permeates the script ,1,False
"is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort ",1,False
have an interest in the characters you see ,1,False
"hoary dialogue , fluxing accents , and -- worst of all -- silly-looking morlocks ",0,False
what once was conviction ,1,False
"is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood ",0,False
are a little too big for her mouth ,0,False
is a mere plot pawn for two directors with far less endearing disabilities ,0,False
skeeved ,0,False
"this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture . ",1,False
period-perfect ,1,False
's a pretty listless collection of kid-movie clichés ,0,False
's not funny ,0,False
consistently amusing but not as outrageous or funny ,1,False
is a genre-curling crime story that revives the free-wheeling noir spirit of old french cinema ,1,False
classic cinema ,1,False
ca n't be dismissed as mindless ,1,False
"as the movie traces mr. brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times . ",1,False
sugar '' admirably ,1,False
's just that it 's so not-at-all-good . ,0,False
( the film 's ) taste for `` shock humor '' will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers . ,0,False
is so lovely toward the end ,1,False
"this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget ",0,False
"the film has a gentle , unforced intimacy that never becomes claustrophobic . ",1,False
the paper-thin characterizations and facile situations ,0,False
to comparing the evil dead with evil dead ii ,0,False
"is its unforced comedy-drama and its relaxed , natural-seeming actors ",1,False
melodramatic mountain ,1,False
getting there is not even half the interest . ,0,False
the irwins ' scenes are fascinating ; ,1,False
of overly-familiar and poorly-constructed comedy ,0,False
", is painterly . ",0,False
"is a divine monument to a single man 's struggle to regain his life , his dignity and his music ",1,False
"the most beautiful , evocative works i 've seen ",1,False
a hilarious ode to middle america ,1,False
loses its overall sense of mystery ,0,False
a renowned indian film culture that allows americans to finally revel in its splendor ,1,False
the best movie in many a moon about the passions that sometimes fuel our best achievements and other times ,1,False
come up with an original idea for a teen movie ,0,False
failing to find a spark of its own ,0,False
i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- ,1,False
"it 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage . ",1,False
"stylish but steady , ",1,False
a nice little story ,1,False
"imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ",1,False
though a morbid one ,0,False
of dumb drug jokes and predictable slapstick ,0,False
reward ,1,False
entertainment that parents love to have their kids ,1,False
"`` shakes the clown '' , a much funnier film with a similar theme and an equally great robin williams performance ",1,False
had much science ,1,False
's moving ,1,False
the right film ,1,False
is hilarious ,1,False
biographical fantasia ,1,False
and unrelentingly exploitative ,0,False
"after a while , hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial . ",0,False
ruined by amateurish writing and acting ,0,False
very very strong `` b + ,1,False
stalls in its lackluster gear of emotional blandness ,0,False
a positive impression ,1,False
authenticate her british persona ,1,False
"that bears more than a whiff of exploitation , despite iwai 's vaunted empathy ",0,False
"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme . ",0,False
string ,1,False
is the way it skirts around any scenes that might have required genuine acting from ms. spears . ,0,False
evokes the bottom tier of blaxploitation flicks ,0,False
emotional evolution ,1,False
"most plain , unimaginative ",0,False
that seems twice as long as its 83 minutes ,0,False
"choppy , surface-effect feeling ",0,False
"nicole holofcenter , the insightful writer/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully . ",1,False
crude ,0,False
powerfully evocative ,1,False
grab your kids and run and then ,0,False
proves to be a compelling ,1,False
at the end that extravagantly redeems it ,1,False
that has something to say ,1,False
that this mean machine was a decent tv outing that just does n't have big screen magic ,0,False
near-masterpiece ,1,False
"has skin looked as beautiful , desirable , even delectable , as it does in trouble every day ",1,False
to emerge as an exquisite motion picture in its own right ,1,False
's well worth spending some time with ,1,False
